DEBUG: General     , 1759712274657> 17,385,802,747> LoggerManager.init                  > Initializing...
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 7.62x54r Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311175> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 30-06 SPG Ammunition"
ERROR: General     , 1759712311175> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 50-BMG Ammunition"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 410g Shotgun Shell"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 20g Shotgun Shell"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 12g Shotgun Shell"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 10g Shotgun Shell"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 4g Shotgun Shell"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Install_Paintball_Canister"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Install_Paintball_Canister" in recipe "Install Paintball Canister"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Install_PB_Can_Test"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaTest = "Install_PB_Can_Test" in recipe "Install Paintball Canister"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Remove_Paintball_Canister"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Remove_Paintball_Canister" in recipe "Remove Paintball Canister"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Remove_PB_Can_Test"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaTest = "Remove_PB_Can_Test" in recipe "Remove Paintball Canister"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Install_Paintball_Canister"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Install_Paintball_Canister" in recipe "Install CO2 Cartridge"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Install_PB_Can_Test"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaTest = "Install_PB_Can_Test" in recipe "Install CO2 Cartridge"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Remove_Paintball_Canister"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Remove_Paintball_Canister" in recipe "Remove CO2 Cartridge"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Remove_PB_Can_Test"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaTest = "Remove_PB_Can_Test" in recipe "Remove CO2 Cartridge"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (DVAL-A2 Laser Device)"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (AN/PEQ-15 Laser Device)"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (Socom LAM)"
ERROR: General     , 1759712311176> 17,385,839,261> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,261> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (Small Weapon-Light)"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (Large Weapon-Light)"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (M900 Weapon-Light)"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (TLR-7AH Weapon-Light)"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (M925V Weapon-Light)"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (Red Laser-Sight)"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Charge_Weapon_Light"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Charge_Weapon_Light" in recipe "Charge Battery (Green Laser-Sight)"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Recover_Archery_Components"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Recover_Archery_Components" in recipe "Recover Archery Components from Bolt"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Recover_Archery_Components"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Recover_Archery_Components" in recipe "Recover Archery Components from Arrow"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Equip_FireExtinguisher"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Equip_FireExtinguisher" in recipe "Use Fire Extinguisher as Weapon"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "UnEquip_FireExtinguisher"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "UnEquip_FireExtinguisher" in recipe "Use Fire Extinguisher as Tool"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "EmptyCan_Test"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyCan_Test" in recipe "Use AmmoCan as 5.56x45mm Minigun Magazine"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "EmptyCan_Test"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyCan_Test" in recipe "Use AmmoCan as .308 Minigun Magazine"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "EmptyCan_Test"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyCan_Test" in recipe "Use AmmoCan as .50-BMG Minigun Magazine"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "EmptyMag_Test"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyMag_Test" in recipe "Use Minigun Magazine as AmmoCan"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "MagBase_Test"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaTest = "MagBase_Test" in recipe "Install CP33 (+17)Magbase"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "EmptyMag_Test"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaTest = "EmptyMag_Test" in recipe "Convert to AR-57 Brass Catch"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 308 Barrel"
ERROR: General     , 1759712311176> 17,385,839,262> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311176> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 3006 Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 4570 Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 45LC Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 357 Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 45LC Short Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Swap_Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Swap_Barrel" in recipe "Install 357 Short Barrel"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 5.7x28mm Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 380-ACP Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 9mm Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 38-SPC Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 357-MAG Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 45-ACP Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 45-LC Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 44-MAG Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 50-MAG Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 45-70 GOV Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 223-REM Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 5.56x45mm Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 5.45x39mm Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 7.62x39mm Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
ERROR: General     , 1759712311177> 17,385,839,262> RecipeManager.LoadedAfterLua> no such function LuaCreate = "Scrap_Ammo" in recipe "Scrap 308-WIN Ammunition"
ERROR: General     , 1759712311177> 17,385,839,262> LuaManager.getFunctionObject> no such function "Scrap_Ammo"
